iter	RMSE
369	0.5716166035
370	0.5700005215
371	0.5696232107
372	0.5692460246
373	0.5679288893
374	0.5659309488
375	0.5633402974
376	0.5629779793
377	0.5614282342
378	0.5594542704
379	0.5579172883
380	0.5562698795
381	0.555473671
382	0.5534414819
383	0.5530953502
384	0.5521303728
385	0.5513955113
386	0.5508012297
387	0.5484599844
388	0.5469104559
389	0.5455153749
390	0.544839388
391	0.5445080779
392	0.5428251296
393	0.5408373382
394	0.5388706401
395	0.5366468574
396	0.5345826219
397	0.5331804926
398	0.5328543042
399	0.5325345807
400	0.5311945729
401	0.5306636147
402	0.5303526911
403	0.5300442038
404	0.5285879126
405	0.5267358559
406	0.5262006842
407	0.5241183078
408	0.522928106
409	0.5226303536
410	0.521286635
411	0.5209949879
412	0.5196040805
413	0.5183113831
414	0.5162130182
415	0.5155688845
416	0.5147143372
417	0.5128720471
418	0.5125859167
419	0.5114683176
420	0.5111885298
421	0.510910635
422	0.5091320907
423	0.5076177245
424	0.5071898962
425	0.5057941648
426	0.5055199363
427	0.504294919
428	0.5040252815
429	0.5024295327
430	0.5011467228
431	0.4997594687
432	0.498566738
433	0.4969175956
434	0.4952485415
435	0.4949795903
436	0.4947146392
437	0.4929956728
438	0.4921320092
439	0.4918689243
440	0.4903403224
441	0.4887805842
442	0.4868043367
443	0.486542948
444	0.4854088846
445	0.4842681887
446	0.4840091184
447	0.4837536125
448	0.482493608
449	0.4822344618
450	0.4819845865
451	0.4817372087
452	0.4814918464
453	0.4802520931
454	0.4800059421
455	0.4796293753
456	0.4779561664
457	0.477712751
458	0.476421211
459	0.4748846675
460	0.4746403212
461	0.4743997129
462	0.4741618002
463	0.4728241242
464	0.4717430776
465	0.4715069317
466	0.4712727002
467	0.4710402251
468	0.470807823
469	0.4705766344
470	0.4703465214
471	0.4694276709
472	0.4691970304
473	0.4689690389
474	0.468738148
475	0.4685121652
476	0.4680180335
477	0.4677930383
478	0.4666638408
479	0.4654894208
480	0.4645509904
481	0.464326929
482	0.4641045252
483	0.4638837082
484	0.4636645561
485	0.4634429264
486	0.4617695096
487	0.4606905646
488	0.4604721272
489	0.4602556766
490	0.4591026159
491	0.4588865377
492	0.4586724597
493	0.4584593543
494	0.4574027244
495	0.4561337289
496	0.4546561787
497	0.4544423134
498	0.4542307142
499	0.4540228336
500	0.453803823
501	0.4526673715
502	0.452455609
503	0.4522487109
504	0.4520394713
505	0.4506223252
506	0.4498710421
507	0.4496666606
508	0.4490079731
509	0.4488038527
510	0.4476322544
511	0.4474300055
512	0.4472271921
513	0.4470255551
514	0.4468212898
515	0.4466219323
516	0.4458876494
517	0.4456885286
518	0.4446095278
519	0.4444116915
520	0.4442153279
521	0.4431794099
522	0.4417428641
523	0.4415463764
524	0.4412321131
525	0.4410376197
526	0.4408447446
527	0.4406525058
528	0.4404518062
529	0.4390047243
530	0.4382477337
531	0.4371207753
532	0.4369294493
533	0.4359403201
534	0.4357463677
535	0.4355579091
536	0.4343168787
537	0.4341205892
538	0.4339342359
539	0.4337456026
540	0.4335620839
541	0.4321140637
542	0.431470738
543	0.431284881
544	0.4310978144
545	0.4309153578
546	0.4300388217
547	0.4298529184
548	0.4296708222
549	0.428499809
550	0.4283164113
551	0.4271471158
552	0.4269671806
553	0.4267856697
554	0.4256591284
555	0.4254808175
556	0.4244176137
557	0.4233533441
558	0.4230525907
559	0.4219709083
560	0.4208828463
561	0.4207010393
562	0.4199296783
563	0.4186846852
564	0.4173325505
565	0.4171556306
566	0.4169723715
567	0.4158879747
568	0.4157113019
569	0.4155360131
570	0.4153617503
571	0.4151884353
572	0.4150188898
573	0.4140687112
574	0.4138964292
575	0.4137249305
576	0.4135569215
577	0.4133866622
578	0.412522848
579	0.4123525479
580	0.412178532
581	0.4120125533
582	0.4118441928
583	0.4116762927
584	0.4115092133
585	0.411342602
586	0.4111789755
587	0.4098768765
588	0.4097047648
589	0.4095413385
590	0.4086305627
591	0.4084672689
592	0.4083050206
593	0.4081407287
594	0.4079799071
595	0.406932017
596	0.4067682458
597	0.4066051834
598	0.4064429378
599	0.4062816077
600	0.4061165082
601	0.4054332507
602	0.4052724552
603	0.4051083329
604	0.4045969218
605	0.4044371556
606	0.4042778842
607	0.4041190574
608	0.4039607639
609	0.402789773
610	0.4026278732
611	0.4017088315
612	0.4015527155
613	0.401397042
614	0.4012398236
615	0.4010832049
616	0.4003258576
617	0.4001712367
618	0.4000116664
619	0.3998583299
620	0.3989921558
621	0.398117068
622	0.3979611768
623	0.3978082681
624	0.3976499474
625	0.3974980188
626	0.3967566363
627	0.396602454
628	0.3964489149
629	0.3962957468
630	0.3961431709
631	0.3959926746
632	0.3958424638
633	0.395562874
634	0.3954114654
635	0.3946631977
636	0.3939163959
637	0.3937663826
638	0.3928098384
639	0.391465736
640	0.3913157714
641	0.391166976
642	0.391017512
643	0.3903844621
644	0.3902355602
645	0.3900884543
646	0.3899417478
647	0.389794116
648	0.389648324
649	0.3895029837
650	0.3893578228
651	0.3892131077
652	0.3890639943
653	0.3883479807
654	0.3874412163
655	0.386884271
656	0.386737601
657	0.3865919716
658	0.3859175884
659	0.3857732493
660	0.3856277475
661	0.3848251044
662	0.3837222741
663	0.3835785296
664	0.3825847565
665	0.3824399469
666	0.382296095
667	0.3821544324
668	0.3820134851
669	0.3816997259
670	0.3815574814
671	0.3814156922
672	0.3812713159
673	0.3803821709
674	0.3802425236
675	0.3800090892
676	0.3798702801
677	0.3797302956
678	0.3795920969
679	0.3794541312
680	0.3793166397
681	0.3791780715
682	0.379039862
683	0.3774980669
684	0.3768404194
685	0.3767015721
686	0.3765635344
687	0.3764274762
688	0.3762920398
689	0.3761522304
690	0.3760157862
691	0.3758813117
692	0.3757428084
693	0.3756090227
694	0.3744189348
695	0.374283368
696	0.3741482169
697	0.3740135409
698	0.373397721
699	0.3727466962
700	0.3726121683
701	0.3724793598
702	0.3723461004
703	0.3722145885
704	0.3720834962
705	0.3712120292
706	0.3700329558
707	0.3699001655
708	0.3692189463
709	0.3690869598
710	0.3689523837
711	0.3688225847
712	0.3679050392
713	0.3672198171
714	0.3670881329
715	0.3669584545
716	0.366829035
717	0.3666992135
718	0.3665609087
719	0.3664323748
720	0.3657259594
721	0.3655970936
722	0.3646639924
723	0.3645350008
724	0.3644074289
725	0.364280372
726	0.3641537601
727	0.364027525
728	0.3639012083
729	0.3637743295
730	0.3636483351
731	0.3635229718
732	0.3633979042
733	0.3632728607
734	0.3631469306
735	0.3620964045
736	0.3619712311
737	0.3618454816
738	0.3617201373
739	0.3604158845
740	0.360291233
741	0.359758583
742	0.3590901837
743	0.3583344448
744	0.3582087222
745	0.3580845717
746	0.3579607576
747	0.3572485705
748	0.3571242288
749	0.3570004711
750	0.3568780603
751	0.3567549664
752	0.3566331438
753	0.3565108846
754	0.3563891674
755	0.3562680745
756	0.3557606227
757	0.3556396503
758	0.3555189259
759	0.3553984606
760	0.3543799715
761	0.3542587434
762	0.3541384825
763	0.3540187061
764	0.3534726862
765	0.3533527779
766	0.3527908579
767	0.352671149
768	0.3524797007
769	0.3523604969
770	0.3522415375
771	0.3521229289
772	0.3512881163
773	0.3511683091
774	0.3510502176
775	0.3509323137
776	0.3508146586
777	0.3506958406
778	0.350578521
779	0.3494515139
780	0.3493339784
781	0.3484873794
782	0.3483691617
783	0.3482504165
784	0.348133367
785	0.3480164919
786	0.3479000521
787	0.3477839962
788	0.3476682397
789	0.3469750599
790	0.3468587729
791	0.3467433274
792	0.3466283283
793	0.3465135198
794	0.346388285
795	0.3454555062
796	0.3453398084
797	0.3452235799
798	0.3451076415
799	0.3449934131
800	0.3443251244
801	0.3442098423
802	0.3440962015
803	0.3439826729
804	0.3438576618
805	0.3430936939
806	0.3429802681
807	0.3428673321
808	0.3427548147
809	0.3426425836
810	0.342530391
811	0.3416880297
812	0.3410408367
813	0.3409284048
814	0.3408145322
815	0.3407025664
816	0.3405892797
817	0.3402919583
818	0.340180083
819	0.3400688062
820	0.3399576298
821	0.3398449951
822	0.3397342635
823	0.3396240695
824	0.339513762
825	0.3394036191
826	0.3392936468
827	0.3391838527
828	0.3387165143
829	0.3386025954
830	0.3384928888
831	0.3383821239
832	0.3382690435
833	0.3381563266
834	0.338047456
835	0.3379388264
836	0.33783036
837	0.3377221075
838	0.3376139709
839	0.3375046932
840	0.3373955622
841	0.3372878648
842	0.3371803063
843	0.3365040062
844	0.3363925423
845	0.3362848061
846	0.3361774587
847	0.3353073514
848	0.3351980692
849	0.3344202818
850	0.3343123539
851	0.3342049056
852	0.3340966117
853	0.3339897747
854	0.333882137
855	0.333303751
856	0.3331971492
857	0.3330897715
858	0.3329728062
859	0.3328658122
860	0.3319736397
861	0.3318673668
862	0.3317518058
863	0.3316462826
864	0.3315409898
865	0.3307103936
866	0.3306048941
867	0.3304998504
868	0.3303938797
869	0.3295207398
870	0.3294157113
871	0.3293100024
872	0.3292046247
873	0.3285336186
874	0.32842824
875	0.3283242029
876	0.3282189849
877	0.3274531058
878	0.3273479301
879	0.3267956154
880	0.3266903706
881	0.3265864651
882	0.326482982
883	0.3263797125
884	0.3262767217
885	0.3261739811
886	0.32607142
887	0.3259689865
888	0.3258655598
889	0.3257632729
890	0.325660118
891	0.3249856661
892	0.3248834215
893	0.324780439
894	0.3246788652
895	0.3245687682
896	0.3244674625
897	0.3243662332
898	0.3242651382
899	0.324164325
900	0.3240637799
901	0.3235927196
902	0.3234918233
903	0.3233911473
904	0.32329088
905	0.3231906709
906	0.3230906228
907	0.3229909911
908	0.3228912574
909	0.3227916324
910	0.3226907915
911	0.3225916013
912	0.3224922299
913	0.3223929886
914	0.3222926115
915	0.3221595209
916	0.321385448
917	0.3212865079
918	0.3211865297
919	0.3210878062
920	0.3209880447
921	0.3208895644
922	0.3207901421
923	0.3201065139
924	0.3200078945
925	0.3199086106
926	0.3193589727
927	0.3192573937
928	0.3191594897
929	0.3190619213
930	0.3189644793
931	0.3185379103
932	0.3184369363
933	0.318339508
934	0.3182422592
935	0.3173113517
936	0.3172140657
937	0.317117305
938	0.3166023089
939	0.315748718
940	0.3156509068
941	0.3155538573
942	0.3154572049
943	0.3153594751
944	0.3152632094
945	0.3151660518
946	0.315069133
947	0.31497041
948	0.3148747188
949	0.3147783203
950	0.314682063
951	0.3142611794
952	0.3141656532
953	0.3140705711
954	0.313413462
955	0.3133169656
956	0.3131987099
957	0.3131037913
958	0.3124483603
959	0.3117974847
960	0.311702415
961	0.3116076439
962	0.3115130472
963	0.3114186334
964	0.3113243943
965	0.3108806717
966	0.3107863343
967	0.31069169
968	0.3105978997
969	0.3105041864
970	0.3104093828
971	0.3103159434
972	0.3102225928
973	0.3094946939
974	0.3094011218
975	0.3093079537
976	0.3092149651
977	0.3088212988
978	0.3087269114
979	0.3086339024
980	0.3077253244
981	0.3076320423
982	0.3075392248
983	0.3074429848
984	0.3073493583
985	0.3072572072
986	0.3071544581
987	0.3069335478
988	0.3068405205
989	0.3067488168
990	0.3066562632
991	0.3065639032
992	0.3063758024
993	0.306284469
994	0.3061933072
995	0.3061022507
996	0.3060103684
997	0.3059195051
998	0.3058288219
999	0.3057372983
